probe_id,blast_best_hit,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,,,
SGN-U231689,Solyc03g112730.2.1,100,70,0,0,1,70,1748,1817,1.00E-30,130,"RLK, Receptor like protein, putative resistance protein with an antifungal domain",,"GO:0004702,GO:0006468,GO:0019199"
SGN-U231694,Solyc09g098590.2.1,100,70,0,0,1,70,1044,1113,1.00E-30,130,Sucrose synthase,"IPR012820, Sucrose synthase, plants and cyanobacteria IPR012820, Sucrose synthase","GO:0005985,GO:0009058,GO:0016157"
SGN-U231700,Solyc01g079720.2.1,100,70,0,0,1,70,1671,1740,1.00E-30,130,Kinase-associated protein phosphatase 1,"IPR015655, Protein phosphatase 2C","GO:0003824,GO:0004721,GO:0008287,GO:0019901"
SGN-U231702,Solyc04g072770.2.1,100,70,0,0,1,70,922,991,1.00E-30,130,tRNA modification GTPase mnmE,"IPR004520, tRNA modification GTPase TrmE","GO:0005515,GO:0005525,GO:0005622"
SGN-U231712,Solyc08g005170.2.1,100,70,0,0,1,70,996,1065,1.00E-30,130,"Heat stress transcription factor A3-type, DNA-binding",,"GO:0003677,GO:0005515,GO:0005634"
SGN-U231716,Solyc02g080480.2.1,100,70,0,0,1,70,1437,1506,1.00E-30,130,Multidrug resistance protein mdtK,"IPR002528, Multi antimicrobial extrusion protein MatE","GO:0015559,GO:0016020"
SGN-U231718,Solyc10g049280.1.1,100,70,0,0,1,70,1056,987,1.00E-30,130,Nucleobase ascorbate transporter,"IPR006043, Xanthine/uracil/vitamin C permease","GO:0015229,GO:0016020"
SGN-U231723,Solyc01g086810.2.1,98.57,70,1,0,1,70,1661,1730,5.00E-29,124,"Cc-nbs-lrr, resistance protein",,"GO:0000166,GO:0005515,GO:0006468,GO:0006915,GO:0006952"
SGN-U231725,Solyc01g005840.2.1,100,70,0,0,1,70,387,456,1.00E-30,130,Ubiquitin-conjugating enzyme E2 E3,"IPR000608, Ubiquitin-conjugating enzyme, E2","GO:0004842,GO:0042296,GO:0043687"
SGN-U231732,Solyc09g065240.2.1,100,70,0,0,1,70,871,940,1.00E-30,130,Patatin-like protein 3,"IPR002641, Patatin","GO:0006629,GO:0008152,GO:0045735"
SGN-U231733,Solyc06g071570.2.1,98.55,69,0,1,1,69,668,735,7.00E-28,121,Solute carrier family 15 member 4,"IPR000109, TGF-beta receptor, type I/II extracellular region","GO:0016020,GO:0042936,GO:0080054"
SGN-U231736,Solyc01g104600.2.1,100,70,0,0,1,70,578,509,1.00E-30,130,COP9 signalosome complex subunit 8,"IPR019280, COP9 signalosome, subunit CSN8","GO:0004222,GO:0005515"
SGN-U231742,Solyc05g013400.2.1,100,70,0,0,1,70,2534,2603,1.00E-30,130,Pentatricopeptide repeat-containing protein,"IPR002885, Pentatricopeptide repeat","GO:0003723,GO:0008270"
SGN-U231755,Solyc04g074180.2.1,100,70,0,0,1,70,2058,2127,1.00E-30,130,Cryptochrome 1a,,"GO:0006281,GO:0042803"
SGN-U231767,Solyc12g042360.1.1,100,70,0,0,1,70,585,654,1.00E-30,130,Exostosin-like glycosyltransferase,"IPR004263, Exostosin-like",GO:0016020
SGN-U231769,Solyc09g063010.2.1,100,70,0,0,1,70,1307,1376,1.00E-30,130,BHLH transcription factor,"IPR011598, Helix-loop-helix DNA-binding","GO:0003700,GO:0005634,GO:0010313,GO:0045449"
SGN-U231771,Solyc01g007770.2.1,100,70,0,0,1,70,285,354,1.00E-30,130,Genomic DNA chromosome 5 P1 clone MHF15,,
SGN-U231772,Solyc02g085850.1.1,98.57,70,1,0,1,70,30,99,5.00E-29,124,Dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1 3-glucosyltransferase,"IPR004856, Glycosyltransferase, ALG6/ALG8",GO:0005789
SGN-U231777,Solyc07g063950.2.1,100,70,0,0,1,70,206,275,1.00E-30,130,Receptor-like kinase,"IPR002290, Serine/threonine protein kinase","GO:0004672,GO:0005515,GO:0006468"
SGN-U231780,Solyc06g009750.2.1,100,70,0,0,1,70,1118,1187,1.00E-30,130,Importin alpha-1b subunit,"IPR002652, Importin-alpha-like, importin-beta-binding region IPR002652, Armadillo IPR002652, Armadillo-like helical","GO:0005488,GO:0005737,GO:0008320"
SGN-U231787,Solyc09g092470.2.1,100,70,0,0,1,70,527,596,1.00E-30,130,Alpha-humulene/(-)-(E)-beta-caryophyllene synthase,"IPR005630, Terpene synthase, metal-binding domain","GO:0008152,GO:0016829,GO:0080016,GO:0080017"
SGN-U231790,Solyc03g121890.1.1,100,70,0,0,1,70,62,131,1.00E-30,130,Os01g0584100 protein (Fragment),,
SGN-U231795,Solyc01g049910.2.1,100,70,0,0,1,70,43,112,1.00E-30,130,Unknown Protein,,
SGN-U231797,Solyc02g088460.2.1,100,70,0,0,1,70,536,605,1.00E-30,130,Chorismate mutase 1,"IPR008238, Chorismate mutase of the AroQ class, eukaryotic type","GO:0004106,GO:0009073,GO:0042803,GO:0046417"
SGN-U231798,Solyc03g115490.1.1,100,70,0,0,1,70,146,77,1.00E-30,130,LYR motif-containing protein 4,"IPR008011, Complex 1 LYR protein","GO:0003824,GO:0005515"
SGN-U231804,Solyc12g013680.1.1,100,42,0,0,29,70,2853,2812,4.00E-15,78.7,"LRR receptor-like serine/threonine-protein kinase, RLP",,"GO:0005515,GO:0016301"
SGN-U231805,Solyc05g055180.2.1,100,70,0,0,1,70,199,268,1.00E-30,130,Pyridine nucleotide-disulphide oxidoreductase (NADH dehydrogenase),"IPR001327, Pyridine nucleotide-disulphide oxidoreductase, NAD-binding region","GO:0009055,GO:0016491,GO:0055114"
SGN-U231808,Solyc02g092150.2.1,100,70,0,0,1,70,662,731,1.00E-30,130,ACT domain-containing protein,"IPR002912, Amino acid-binding ACT",GO:0008152
SGN-U231809,Solyc03g111410.2.1,100,70,0,0,1,70,224,293,1.00E-30,130,B3 domain-containing protein Os01g0905400,"IPR003340, Transcriptional factor B3",GO:0006355
SGN-U231815,Solyc03g082640.1.1,100,70,0,0,1,70,95,164,1.00E-30,130,26S protease regulatory subunit 6B homolog,"IPR003959, ATPase, AAA-type, core","GO:0005524,GO:0017111"
SGN-U231819,Solyc06g011520.2.1,98.57,70,1,0,1,70,996,1065,5.00E-29,124,ACT domain-containing protein,"IPR002912, Amino acid-binding ACT",GO:0008152
SGN-U231820,Solyc04g039990.2.1,100,70,0,0,1,70,294,363,1.00E-30,130,"Cc-nbs, resistance protein fragment",,"GO:0006915,GO:0006952"
SGN-U231831,Solyc11g007890.1.1,100,70,0,0,1,70,216,285,1.00E-30,130,1-aminocyclopropane-1-carboxylate oxidase 4,"IPR005123, Oxoglutarate and iron-dependent oxygenase","GO:0016491,GO:0055114"
SGN-U231834,Solyc04g082900.2.1,100,70,0,0,1,70,1102,1171,1.00E-30,130,Mitotic checkpoint serine/threonine-protein kinase BUB1,"IPR013212, Mad3/BUB1 homology region 1",
SGN-U231835,Solyc03g063560.2.1,100,70,0,0,1,70,2580,2649,1.00E-30,130,Glutamate synthase (Ferredoxin),"IPR002932, Glutamate synthase, central-C","GO:0005515,GO:0006537,GO:0008152,GO:0055114"
SGN-U231836,Solyc12g099510.1.1,100,70,0,0,1,70,4871,4940,1.00E-30,130,Chaperone protein dnaJ 49,"IPR003095, Heat shock protein DnaJ","GO:0005488,GO:0006457,GO:0031072"
SGN-U231837,Solyc01g080460.2.1,100,70,0,0,1,70,501,570,1.00E-30,130,Pyruvate phosphate dikinase,"IPR010121, Pyruvate, phosphate dikinase","GO:0003824,GO:0005524,GO:0016310,GO:0050242"
SGN-U231846,Solyc07g041550.2.1,100,70,0,0,1,70,1364,1295,1.00E-30,130,RNA polymerase-associated protein Ctr9 homolog,"IPR011990, Tetratricopeptide-like helical",GO:0005488
SGN-U231850,Solyc04g072520.1.1,97.14,70,2,0,1,70,754,685,2.00E-27,119,Mitochondrial transcription termination factor family protein,"IPR003690, Mitochodrial transcription termination factor-related",
SGN-U231854,Solyc04g014900.2.1,100,70,0,0,1,70,263,332,1.00E-30,130,"Receptor like kinase, RLK",,"GO:0004675,GO:0005515,GO:0006468"
SGN-U231862,Solyc10g083800.1.1,100,70,0,0,1,70,1687,1756,1.00E-30,130,Chromodomain helicase DNA binding protein 3 (Fragment),"IPR019787, Zinc finger, PHD-finger",GO:0008270
SGN-U231864,Solyc03g006870.2.1,98.57,70,1,0,1,70,672,741,5.00E-29,124,Phosphoglucomutase,"IPR016055, Alpha-D-phosphohexomutase, alpha/beta/alpha I, II and III","GO:0000287,GO:0004614,GO:0005975"
SGN-U231865,Solyc08g006080.1.1,100,70,0,0,1,70,810,741,1.00E-30,130,Exostosin,"IPR015338, EXTL2, alpha-1,4-N-acetylhexosaminyltransferase","GO:0016757,GO:0031227"
SGN-U231871,Solyc04g007560.2.1,100,70,0,0,1,70,2898,2967,1.00E-30,130,pH-response regulator protein palA/RIM20,"IPR004328, BRO1",
SGN-U231884,Solyc03g093890.2.1,100,70,0,0,1,70,793,862,1.00E-30,130,Myb-related transcription factor,"IPR015495, Myb transcription factor","GO:0003677,GO:0003700,GO:0045449"
SGN-U231892,Solyc06g062450.2.1,100,70,0,0,1,70,786,717,1.00E-30,130,Receptor protein kinase-like,,
SGN-U231901,Solyc10g078600.1.1,97.14,70,2,0,1,70,486,555,2.00E-27,119,Myrosinase-binding protein (Fragment),"IPR001229, Mannose-binding lectin",
SGN-U231918,Solyc03g005670.2.1,100,70,0,0,1,70,1469,1538,1.00E-30,130,"Cc-nbs-lrr, resistance protein",,"GO:0005515,GO:0006915,GO:0006952"
SGN-U231924,Solyc06g060620.2.1,100,70,0,0,1,70,1229,1298,1.00E-30,130,Nitrate transporter,"IPR000109, TGF-beta receptor, type I/II extracellular region","GO:0016020,GO:0042936"
SGN-U231926,Solyc04g015490.2.1,100,70,0,0,1,70,511,580,1.00E-30,130,Magnesium chelatase subunit D,"IPR011776, Magnesium chelatase, ATPase subunit D","GO:0015995,GO:0017111"
SGN-U231927,Solyc02g085660.1.1,100,70,0,0,1,70,1456,1387,1.00E-30,130,UDP-glucosyltransferase,"IPR002213, UDP-glucuronosyl/UDP-glucosyltransferase","GO:0008152,GO:0047209,GO:0080043"
SGN-U231929,Solyc03g026170.2.1,100,70,0,0,1,70,446,515,1.00E-30,130,F-box family protein,"IPR001810, Cyclin-like F-box",
SGN-U231930,Solyc02g085480.2.1,100,70,0,0,1,70,90,159,1.00E-30,130,BAC19.4,"IPR010608, Protein of unknown function DUF1195",
SGN-U231934,Solyc08g048240.2.1,100,70,0,0,1,70,966,897,1.00E-30,130,FolD bifunctional protein,"IPR000672, Tetrahydrofolate dehydrogenase/cyclohydrolase","GO:0004487,GO:0004488,GO:0008152,GO:0009396"
SGN-U231935,Solyc06g082910.2.1,98.57,70,1,0,1,70,2829,2760,5.00E-29,124,Formin 3,"IPR015425, Actin-binding FH2",GO:0030036
SGN-U231937,Solyc06g053340.2.1,100,70,0,0,1,70,276,345,1.00E-30,130,ApaG protein,"IPR007474, ApaG",GO:0005515
SGN-U231938,Solyc08g023270.2.1,100,70,0,0,1,70,564,633,1.00E-30,130,Unknown Protein,,
SGN-U231945,Solyc11g064900.1.1,97.18,71,1,1,1,70,641,711,2.00E-27,119,Calcium-dependent protein kinase 1,"IPR002290, Serine/threonine protein kinase","GO:0004683,GO:0005509,GO:0006468"
SGN-U231949,Solyc08g081530.2.1,100,70,0,0,1,70,210,279,1.00E-30,130,Reductase,"IPR013027, FAD-dependent pyridine nucleotide-disulphide oxidoreductase","GO:0005524,GO:0008152,GO:0055114"
SGN-U231961,Solyc02g062130.2.1,100,70,0,0,1,70,1070,1001,1.00E-30,130,Ferredoxin--NADP reductase,"IPR012146, Ferredoxin--NADP reductase","GO:0003959,GO:0008266,GO:0042651,GO:0055114"
SGN-U231963,Solyc02g083810.2.1,98.31,59,0,1,12,70,1174,1117,2.00E-22,102,Ferredoxin--NADP reductase,"IPR012146, Ferredoxin--NADP reductase","GO:0003959,GO:0042651,GO:0055114"
SGN-U231967,Solyc01g005000.2.1,100,70,0,0,1,70,1420,1351,1.00E-30,130,Glutamate decarboxylase,"IPR010107, Glutamate decarboxylase","GO:0006536,GO:0019752,GO:0030170"
SGN-U231972,Solyc08g081190.2.1,100,50,0,0,1,50,919,968,9.00E-20,93.5,Aquaporin 1,"IPR012269, Aquaporin","GO:0015250,GO:0016020,GO:0016021"
SGN-U231976,Solyc07g007130.1.1,100,70,0,0,1,70,314,245,1.00E-30,130,NHL repeat-containing protein,,
SGN-U231977,Solyc07g049140.2.1,100,50,0,0,1,50,511,560,9.00E-20,93.5,Metallocarboxypeptidase inhibitor,"IPR009632, Putative metallocarboxypeptidase inhibitor",
SGN-U232043,Solyc12g099030.1.1,100,50,0,0,1,50,468,517,9.00E-20,93.5,Ubiquitin,"IPR019956, Ubiquitin subgroup",GO:0005840
SGN-U232061,Solyc06g076560.1.1,100,70,0,0,1,70,297,228,1.00E-30,130,class I heat shock protein,"IPR002068, Heat shock protein Hsp20",GO:0051082
SGN-U232062,Solyc06g076540.1.1,100,50,0,0,1,50,284,333,9.00E-20,93.5,class I heat shock protein,"IPR002068, Heat shock protein Hsp20",
SGN-U232097,Solyc04g054480.2.1,100,47,0,0,24,70,5244,5198,7.00E-18,87.9,C2 domain-containing protein-like,"IPR011989, Armadillo-like helical",GO:0005488
SGN-U232111,Solyc07g043320.2.1,100,70,0,0,1,70,2456,2387,1.00E-30,130,Unknown Protein,"IPR009053, Prefoldin",GO:0000166
SGN-U232115,Solyc06g071990.2.1,100,70,0,0,1,70,636,567,1.00E-30,130,AAA-type ATPase family protein,,
SGN-U232123,Solyc01g028810.2.1,100,70,0,0,1,70,1877,1808,1.00E-30,130,chaperonin,"IPR001844, Chaperonin Cpn60","GO:0005737,GO:0044267"
SGN-U232128,Solyc03g095900.2.1,98.04,51,0,1,1,50,714,764,4.00E-18,87.9,1-aminocyclopropane-1-carboxylate oxidase-like protein,"IPR005123, Oxoglutarate and iron-dependent oxygenase","GO:0009815,GO:0016491"
SGN-U232135,Solyc12g089030.1.1,100,70,0,0,1,70,473,404,1.00E-30,130,Ubiquitin-conjugating enzyme E2 11,"IPR015580, RUB1 conjugating enzyme Ubc12","GO:0006464,GO:0043687"
SGN-U232145,Solyc01g060020.2.1,100,52,0,0,1,52,457,406,1.00E-20,97.1,Beta-glucanase,"IPR000490, Glycoside hydrolase, family 17",GO:0005975
SGN-U232160,Solyc06g009970.2.1,100,70,0,0,1,70,1051,982,1.00E-30,130,Elongation factor 1-alpha,"IPR004539, Translation elongation factor EF1A, eukaryotic and archaeal IPR004539, Protein synthesis factor, GTP-binding","GO:0005525,GO:0005737,GO:0051015"
SGN-U232165,Solyc10g005820.1.1,100,70,0,0,1,70,97,28,1.00E-30,130,Farnesyl pyrophosphate synthase,"IPR008949, Terpenoid synthase",GO:0008299
SGN-U232169,Solyc09g008670.2.1,100,70,0,0,1,70,376,445,1.00E-30,130,Threonine ammonia-lyase biosynthetic,"IPR000634, Serine/threonine dehydratase, pyridoxal-phosphate-binding site IPR000634, Threonine dehydratase I","GO:0004794,GO:0006520,GO:0008152,GO:0009097"
SGN-U232172,Solyc09g008670.2.1,100,50,0,0,1,50,879,928,9.00E-20,93.5,Threonine ammonia-lyase biosynthetic,"IPR000634, Serine/threonine dehydratase, pyridoxal-phosphate-binding site IPR000634, Threonine dehydratase I","GO:0004794,GO:0006520,GO:0008152,GO:0009097"
SGN-U232183,Solyc01g099220.2.1,100,64,0,0,7,70,5478,5415,2.00E-27,119,DNA polymerase,"IPR006172, DNA-directed DNA polymerase, family B","GO:0003676,GO:0006139,GO:0006260"
SGN-U232184,Solyc03g098780.1.1,98.57,70,1,0,1,70,307,238,5.00E-29,124,Kunitz-type protease inhibitor,"IPR002160, Proteinase inhibitor I3, Kunitz legume","GO:0004866,GO:0004867,GO:0015066"
SGN-U232217,Solyc11g008860.1.1,100,70,0,0,1,70,1656,1587,1.00E-30,130,Laccase-2,"IPR001117, Multicopper oxidase, type 1",GO:0055114
SGN-U232221,Solyc11g010230.1.1,100,70,0,0,1,70,142,73,1.00E-30,130,Histone H3,"IPR000164, Histone H3","GO:0000786,GO:0003677"
SGN-U232239,Solyc09g007920.2.1,98,50,1,0,1,50,401,450,4.00E-18,87.9,Phenylalanine ammonia-lyase,"IPR005922, Phenylalanine ammonia-lyase","GO:0003824,GO:0004397,GO:0005737,GO:0009058,GO:0045548"
SGN-U232242,Solyc10g007600.2.1,98.57,70,1,0,1,70,1420,1351,5.00E-29,124,L-lactate dehydrogenase,"IPR012133, Alpha-hydroxy acid dehydrogenase, FMN-dependent","GO:0008152,GO:0008891,GO:0016491,GO:0055114"
SGN-U232267,Solyc09g064940.2.1,98.57,70,1,0,1,70,773,704,5.00E-29,124,Phenazine biosynthesis protein PhzF family,"IPR003719, Phenazine biosynthesis PhzC/PhzF protein",GO:0009058
SGN-U232271,Solyc09g084440.2.1,95.71,70,3,0,1,70,216,285,1.00E-25,113,Proteinase inhibitor I,"IPR000864, Proteinase inhibitor I13, potato inhibitor I",GO:0009611
SGN-U232274,Solyc04g082010.1.1,98,50,1,0,1,50,479,430,4.00E-18,87.9,Plastocyanin copper domain,,GO:0009055
SGN-U232278,Solyc06g005160.2.1,100,70,0,0,1,70,1078,1009,1.00E-30,130,Ascorbate peroxidase,"IPR019793, Peroxidases heam-ligand binding site IPR019793, Peroxidase, active site IPR019793, Haem peroxidase, plant/fungal/bacterial",GO:0055114
SGN-U232287,Solyc05g050120.2.1,98.18,55,1,0,16,70,1045,991,1.00E-20,97.1,Malic enzyme,"IPR012302, Malic enzyme, NAD-binding","GO:0004473,GO:0006108,GO:0008152,GO:0016616,GO:0051287,GO:0055114"
SGN-U232310,Solyc04g071580.2.1,100,70,0,0,1,70,670,601,1.00E-30,130,Unknown Protein,"IPR003496, ABA/WDS induced protein",GO:0006950
SGN-U232313,Solyc04g051670.2.1,100,70,0,0,1,70,3152,3083,1.00E-30,130,N-acetyltransferase 10,"IPR007807, Protein of unknown function DUF699, ATPase putative",GO:0005515
SGN-U232314,Solyc10g008980.2.1,100,70,0,0,1,70,349,280,1.00E-30,130,Triose phosphate/phosphate translocator,"IPR004696, Tpt phosphate/phosphoenolpyruvate translocator","GO:0008524,GO:0016021"
SGN-U232315,Solyc10g008980.2.1,95.71,70,3,0,1,70,1740,1809,1.00E-25,113,Triose phosphate/phosphate translocator,"IPR004696, Tpt phosphate/phosphoenolpyruvate translocator","GO:0008524,GO:0016021"
SGN-U232319,Solyc02g077990.2.1,100,70,0,0,1,70,376,307,1.00E-30,130,30S ribosomal protein S5,"IPR005712, Ribosomal protein S5, bacterial-type","GO:0005622,GO:0005840,GO:0015935"
SGN-U232321,Solyc07g042550.2.1,100,42,0,0,9,50,142,183,2.00E-15,78.7,Sucrose synthase,"IPR012820, Sucrose synthase, plants and cyanobacteria IPR012820, Sucrose synthase","GO:0005985,GO:0009058,GO:0016157"
SGN-U232339,Solyc05g005070.2.1,98.57,70,1,0,1,70,1149,1218,5.00E-29,124,"RLK, Receptor like protein, putative resistance protein with an antifungal domain",,"GO:0004672,GO:0005515,GO:0006468"
SGN-U232343,Solyc02g069110.2.1,100,64,0,0,7,70,939,876,2.00E-27,119,Cathepsin B,"IPR015643, Peptidase C1A, cathepsin B","GO:0006508,GO:0008234,GO:0050790"
SGN-U232345,Solyc02g069090.2.1,100,70,0,0,1,70,3194,3125,1.00E-30,130,Cathepsin B,"IPR015643, Peptidase C1A, cathepsin B","GO:0006508,GO:0008234,GO:0030984,GO:0050790"
SGN-U232352,Solyc01g104170.2.1,100,50,0,0,1,50,269,318,9.00E-20,93.5,Ankyrin repeat domain-containing protein 2,"IPR002110, Ankyrin",GO:0008381
SGN-U232360,Solyc12g042060.1.1,94.92,59,3,0,12,70,1419,1361,1.00E-19,93.5,ATP-dependent clp protease ATP-binding subunit,"IPR013093, ATPase associated with various cellular activities, AAA-2","GO:0005524,GO:0006289,GO:0017111,GO:0019538"
SGN-U232387,Solyc12g010410.1.1,100,70,0,0,1,70,848,779,1.00E-30,130,Homeobox protein knotted-1-like 3,"IPR005541, KNOX2","GO:0005634,GO:0006355,GO:0045449"
SGN-U232389,Solyc12g044600.2.1,100,55,0,0,16,70,451,397,2.00E-22,102,"NADP-dependent malic enzyme, chloroplastic","IPR012302, Malic enzyme, NAD-binding","GO:0004473,GO:0006108,GO:0008152,GO:0016616,GO:0051287,GO:0055114"
SGN-U232416,Solyc04g040180.2.1,97.01,67,2,0,4,70,994,928,1.00E-25,113,S-adenosylmethionine-dependent methyltransferase (Fragment),"IPR013217, Methyltransferase type 12",GO:0008757
SGN-U232417,Solyc10g079140.1.1,100,70,0,0,1,70,1143,1074,1.00E-30,130,Guanylate kinase,"IPR017665, Guanylate kinase, sub-group",GO:0006163
SGN-U232419,Solyc12g056710.1.1,100,70,0,0,1,70,540,471,1.00E-30,130,Xanthoxin dehydrogenase,"IPR002347, Glucose/ribitol dehydrogenase","GO:0008152,GO:0010301,GO:0055114"
SGN-U232433,Solyc07g052530.2.1,100,70,0,0,1,70,925,856,1.00E-30,130,Peroxidase,"IPR002016, Haem peroxidase, plant/fungal/bacterial","GO:0004601,GO:0005515,GO:0055114"
SGN-U232439,Solyc04g024710.2.1,100,70,0,0,1,70,1278,1209,1.00E-30,130,Cysteine-type peptidase,"IPR003323, Ovarian tumour, otubain",GO:0008234
SGN-U232443,Solyc10g083570.1.1,100,70,0,0,1,70,644,575,1.00E-30,130,Fructose-bisphosphate aldolase,"IPR000741, Fructose-bisphosphate aldolase, class-I","GO:0005507,GO:0006096,GO:0008152"
SGN-U232448,Solyc05g012070.2.1,94.29,70,4,0,1,70,1924,1855,5.00E-24,108,Alpha-1 4-glucan-protein synthase,"IPR004901, Alpha-1,4-glucan-protein synthase, UDP-forming","GO:0016760,GO:0030054"
SGN-U232452,Solyc07g017610.2.1,100,50,0,0,1,50,2766,2815,9.00E-20,93.5,Saccharopine dehydrogenase (NAD(+) L-glutamate-forming),"IPR005097, Saccharopine dehydrogenase","GO:0008152,GO:0047131,GO:0055114"
SGN-U232455,Solyc03g044300.2.1,100,50,0,0,1,50,790,839,9.00E-20,93.5,AP2-like ethylene-responsive transcription factor At1g16060,"IPR001471, Pathogenesis-related transcriptional factor and ERF, DNA-binding","GO:0003677,GO:0006355"
SGN-U232461,Solyc07g062650.2.1,100,50,0,0,1,50,1412,1461,9.00E-20,93.5,Malate dehydrogenase,"IPR010097, Malate dehydrogenase, NAD-dependent, eukaryotes and gamma proteobacteria","GO:0005975,GO:0008152,GO:0030060,GO:0055114"
SGN-U232465,Solyc06g075930.1.1,100,41,0,0,10,50,211,251,9.00E-15,76.8,Histone H4,"IPR001951, Histone H4","GO:0003677,GO:0005634"
SGN-U232476,Solyc08g005610.2.1,100,44,0,0,7,50,1306,1349,2.00E-16,82.4,Cytochrome P450,,"GO:0010295,GO:0019825,GO:0020037,GO:0055114"
SGN-U232478,Solyc04g009620.2.1,100,70,0,0,1,70,726,795,1.00E-30,130,Chorismate synthase,"IPR000453, Chorismate synthase","GO:0004107,GO:0009073,GO:0042602"
SGN-U232494,Solyc01g093960.2.1,100,50,0,0,1,50,317,366,9.00E-20,93.5,MADS box transcription factor,"IPR002487, Transcription factor, K-box","GO:0005515,GO:0005634"
SGN-U232527,Solyc04g054910.2.1,100,50,0,0,1,50,537,586,9.00E-20,93.5,Ethylene-responsive transcription factor 13,"IPR001471, Pathogenesis-related transcriptional factor and ERF, DNA-binding","GO:0003677,GO:0006355"
SGN-U232530,Solyc03g007740.2.1,100,70,0,0,1,70,929,860,1.00E-30,130,Reticulon family protein,"IPR003388, Reticulon",GO:0005783
SGN-U232533,Solyc08g007790.2.1,100,70,0,0,1,70,1565,1496,1.00E-30,130,Hydroxymethylglutaryl-CoA synthase,"IPR010122, Hydroxymethylglutaryl-CoA synthase, eukaryotic IPR010122, Hydroxymethylglutaryl-coenzyme A synthase C-terminal IPR010122, Hydroxymethylglutaryl-coenzyme A synthase, active site","GO:0004421,GO:0008152,GO:0008299"
SGN-U232543,Solyc02g093900.2.1,100,43,0,0,8,50,970,1012,7.00E-16,80.5,Cytochrome c1,"IPR002326, Cytochrome c1","GO:0020037,GO:0045153"
SGN-U232546,Solyc11g068950.1.1,100,49,0,0,1,49,119,167,3.00E-19,91.6,BEL1-like homeodomain protein 1,"IPR006563, POX","GO:0005634,GO:0006355,GO:0045449"
SGN-U232551,Solyc08g005960.1.1,100,70,0,0,1,70,306,237,1.00E-30,130,Cortical cell-delineating protein,"IPR013770, Plant lipid transfer protein and hydrophobic protein, helical",GO:0006869
SGN-U232554,Solyc07g007600.2.1,98.57,70,1,0,1,70,2569,2500,5.00E-29,124,Pyrophosphate-energized proton pump,"IPR004131, Inorganic H+ pyrophosphatase","GO:0009678,GO:0016020"
SGN-U232558,Solyc01g006430.2.1,100,46,0,0,25,70,788,743,2.00E-17,86.1,Omega-6 fatty acid desaturase,"IPR005804, Fatty acid desaturase, type 1","GO:0042389,GO:0055114"
SGN-U232570,Solyc06g063070.2.1,100,50,0,0,1,50,163,212,9.00E-20,93.5,Ethylene responsive transcription factor 2a,"IPR001471, Pathogenesis-related transcriptional factor and ERF, DNA-binding","GO:0003677,GO:0006355"
SGN-U232590,Solyc03g007240.2.1,98,50,1,0,1,50,876,925,4.00E-18,87.9,Spermidine synthase 1,"IPR001045, Spermine synthase","GO:0003824,GO:0004766"
SGN-U232597,Solyc02g024050.2.1,100,50,0,0,1,50,207,256,9.00E-20,93.5,Ferredoxin--NADP reductase,"IPR012146, Ferredoxin--NADP reductase","GO:0003959,GO:0042651,GO:0055114"
SGN-U232606,Solyc05g005710.2.1,98,50,1,0,1,50,650,699,4.00E-18,87.9,Spermidine synthase,"IPR001045, Spermine synthase","GO:0003824,GO:0004766"
SGN-U232621,Solyc04g074700.2.1,100,50,0,0,1,50,697,746,9.00E-20,93.5,Homeobox-leucine zipper protein,"IPR003106, Leucine zipper, homeobox-associated","GO:0005634,GO:0006355,GO:0045449"
SGN-U232642,Solyc06g066660.2.1,100,50,0,0,1,50,281,330,9.00E-20,93.5,Ribosomal protein L37,"IPR001569, Ribosomal protein L37e","GO:0003735,GO:0005840"
SGN-U232645,Solyc02g080080.2.1,100,50,0,0,1,50,1310,1359,9.00E-20,93.5,"RLK, Receptor like protein, putative resistance protein with an antifungal domain",,"GO:0004672,GO:0005515,GO:0006468"
SGN-U232653,Solyc01g068120.2.1,100,70,0,0,1,70,683,614,1.00E-30,130,Pectinesterase,"IPR000070, Pectinesterase, catalytic",GO:0005618
SGN-U232661,Solyc07g021020.2.1,100,68,0,0,3,70,656,589,1.00E-29,126,Glyoxal oxidase-like,"IPR009880, Glyoxal oxidase, N-terminal",
SGN-U232662,Solyc05g049970.2.1,97.5,40,1,0,11,50,484,523,1.00E-12,69.4,Mitogen-activated protein kinase 4,"IPR008351, JNK MAP kinase","GO:0006468,GO:0016908"
SGN-U232672,Solyc09g082860.2.1,98.57,70,1,0,1,70,1352,1283,5.00E-29,124,Sulfate adenylyltransferase,"IPR002650, ATP-sulfurylase","GO:0000103,GO:0004781"
SGN-U232690,Solyc12g005270.1.1,100,70,0,0,1,70,392,323,1.00E-30,130,Histone H2A,"IPR002119, Histone H2A","GO:0003677,GO:0005634"
SGN-U232697,Solyc02g094440.2.1,98.39,62,1,0,9,70,699,638,1.00E-24,110,Translocon-associated protein subunit beta,"IPR008856, Translocon-associated beta",GO:0016021
SGN-U232700,Solyc04g009910.2.1,100,70,0,0,1,70,636,567,1.00E-30,130,Calcium-dependent protein kinase 2,"IPR002290, Serine/threonine protein kinase","GO:0004689,GO:0006468"
SGN-U232704,Solyc02g088960.2.1,95.71,70,3,0,1,70,310,241,1.00E-25,113,Unknown Protein,,
